Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
541167.BO.BO.BO,YASHO INDUSTRIES LIMITED,YASHO.BO,Yasho Industries Ltd,Active,B ,10.0,INE616Z01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
541178.BO.BO.BO,Benara Bearings and Pistons Limited,BENARA.BO,Benara Bearings and Pistons Ltd,Active,M ,10.0,INE495Z01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
541179.BO.BO.BO,ICICI Securities Limited,ISEC.BO,ICICI Securities Ltd,Active,A ,5.0,INE763G01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
541195.BO.BO.BO,Mishra Dhatu Nigam Limited,MIDHANI.BO,Mishra Dhatu Nigam Ltd,Active,A ,10.0,INE099Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
541196.BO.BO.BO,Lex Nimble Solutions Limited,LEX.BO,Lex Nimble Solutions Ltd,Active,MT,10.0,INE860Y01019,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
541206.BO.BO.BO,Orissa Bengal Carrier Limited,OBCL.BO,Orissa Bengal Carrier Ltd,Active,B ,10.0,INE426Z01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
541228.BO.BO.BO,Taylormade Renewables Limited,TRL.BO,Taylormade Renewables Ltd,Active,T ,10.0,INE459Z01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
541233.BO.BO.BO,Lemon Tree Hotels Limited,LEMONTREE.BO,Lemon Tree Hotels Ltd,Active,A ,10.0,INE970X01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
541269.BO.BO.BO,Chemfab Alkalis Ltd,CHEMFAB.BO,Chemfab Alkalis Ltd,Active,B ,10.0,INE783X01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
541276.BO.BO.BO,HARDWYN INDIA LIMITED,HARDWYN.BO,Hardwyn India Ltd,Active,B ,1.0,INE626Z01029,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
541299.BO.BO.BO,DR LALCHANDANI LABS LIMITED,DLCL.BO,Dr Lalchandani Labs Ltd,Active,M ,10.0,INE871Z01013,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
541301.BO.BO.BO,Orient Electric Limited,ORIENTELEC.BO,Orient Electric Ltd,Active,A ,1.0,INE142Z01019,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
541302.BO.BO.BO,Dhruv Consultancy Services Limited,DHRUV.BO,Dhruv Consultancy Services Ltd,Active,B ,10.0,INE506Z01015,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
541303.BO.BO.BO,Akshar Spintex Limited,AKSHAR.BO,Akshar Spintex Ltd,Active,T ,1.0,INE256Z01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
541304.BO.BO.BO,Indo US Bio-Tech Limited,INDOUS.BO,Indo Us Bio-Tech Ltd,Active,T ,10.0,INE250Z01010,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
541313.BO.BO.BO,ICICI Prudential Mutual Fund,BSE500IETF.BO,ICICI Prudential BSE 500 ETF,Active,A ,1.0,INF109KC1V59, ,Equity,-,-,-,-
541336.BO.BO.BO,IndoStar Capital Finance Limited,INDOSTAR.BO,Indostar Capital Finance Ltd,Active,B ,10.0,INE896L01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
541337.BO.BO.BO,Milestone Furniture Limited,MILEFUR.BO,Milestone Furniture Ltd,Active,M ,10.0,INE424Z01011,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
541338.BO.BO.BO,U. H. ZAVERI LIMITED,UHZAVERI.BO,U. H. Zaveri Ltd,Active,B ,10.0,INE556Z01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
541347.BO.BO.BO,Parvati Sweetners and Power Ltd.,PARVATI.BO,Parvati Sweetners and Power Ltd,Active,X ,5.0,INE295Z01015,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
541352.BO.BO.BO,Megastar Foods Limited,MEGASTAR.BO,Megastar Foods Ltd,Active,B ,10.0,INE00EM01016,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
541353.BO.BO.BO,Innovators Facade Systems Limited,INNOVATORS.BO,Innovators Facade Systems Ltd,Active,M ,10.0,INE870Z01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
541358.BO.BO.BO,UNIFINZ CAPITAL INDIA LIMITED,UCIL.BO,Unifinz Capital India Ltd,Active,XT,10.0,INE926R01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
541400.BO.BO.BO,ZIM Laboratories Limited,ZIMLAB.BO,Zim Laboratories Ltd,Active,B ,10.0,INE518E01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
541402.BO.BO.BO,Affordable Robotic & Automation Limited,AFFORDABLE.BO,Affordable Robotic & Automation Ltd,Active,B ,10.0,INE692Z01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
541403.BO.BO.BO,Dollar Industries Limited,DOLLAR.BO,Dollar Industries Ltd,Active,B ,2.0,INE325C01035,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
541418.BO.BO.BO,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL.BO,Nakoda Group of Industries Ltd,Active,B ,10.0,INE236Y01012,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
541444.BO.BO.BO,Palm Jewels Limited,PALMJEWELS.BO,Palm Jewels Ltd,Active,B ,10.0,INE838Z01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
541445.BO.BO.BO,Waa Solar Limited,WAA.BO,Waa Solar Ltd,Active,M ,10.0,INE799N01012,Power Generation,Equity,Utilities,Power,Power,Power Generation
541450.BO.BO.BO,Adani Green Energy Limited,ADANIGREEN.BO,Adani Green Energy Ltd,Active,A ,10.0,INE364U01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
541503.BO.BO.BO,Unick Fix-A- Form and Printers Limited,UNICK.BO,Unick Fix-A-Form And Printers Ltd,Active,X ,10.0,INE250G01010,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
541540.BO.BO.BO,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA.BO,Solara Active Pharma Sciences Ltd,Active,B ,10.0,INE624Z01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
541556.BO.BO.BO,RITES Limited,RITES.BO,RITES Ltd,Active,A ,10.0,INE320J01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541557.BO.BO.BO,Fine Organic Industries Limited,FINEORG.BO,Fine Organic Industries Ltd,Active,A ,5.0,INE686Y01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
541578.BO.BO.BO,Varroc Engineering Limited,VARROC.BO,Varroc Engineering Ltd,Active,A ,1.0,INE665L01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
541601.BO.BO.BO,Rajnish Wellness Limited,RAJNISH.BO,Rajnish Wellness Ltd,Active,T ,1.0,INE685Z01033,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
541627.BO.BO.BO,HI-TECH WINDING SYSTEMS LIMITED,HITECHWIND.BO,Hi-Tech Winding Systems Ltd,Active,X ,10.0,INE173V01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
541633.BO.BO.BO,Sophia Traexpo Limited,STRAEXPO.BO,Sophia Traexpo Ltd,Active,XT,10.0,INE268X01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
541634.BO.BO.BO,Raw Edge Industrial Solutions Limited,RAWEDGE.BO,Raw Edge Industrial Solutions Ltd,Active,B ,10.0,INE960Z01014,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
541701.BO.BO.BO,Supershakti Metaliks Limited,SUPERSHAKT.BO,Supershakti Metaliks Ltd,Active,MT,10.0,INE00SY01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
541702.BO.BO.BO,Ashnisha Industries Limited,ASHNI.BO,Ashnisha Industries Ltd,Active,X ,1.0,INE694W01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
541703.BO.BO.BO,RACONTEUR GLOBAL RESOURCES LIMITED,RACONTEUR.BO,Raconteur Global Resources Ltd,Active,MT,10.0,INE00WY01013,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
541729.BO.BO.BO,HDFC Asset Management Company Limited,HDFCAMC.BO,HDFC Asset Management Company Ltd,Active,A ,5.0,INE127D01025,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
541735.BO.BO.BO,Vivanta Industries Limited,VIVANTA.BO,Vivanta Industries Ltd,Active,X ,1.0,INE299W01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541741.BO.BO.BO,Fratelli Vineyards Limited,FRATELLI.BO,Fratelli Vineyards Ltd,Active,T ,10.0,INE401Z01019,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
541770.BO.BO.BO,CreditAccess Grameen Ltd.,CREDITACC.BO,CreditAccess Grameen Ltd,Active,A ,10.0,INE741K01010,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions
541771.BO.BO.BO,AMIN TANNERY LIMITED,AMINTAN.BO,Amin Tannery Ltd,Active,X ,1.0,INE572Z01017,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
541778.BO.BO.BO,Deep Polymers Limited,DEEP.BO,Deep Polymers Ltd,Active,B ,10.0,INE00IY01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
541799.BO.BO.BO,Sungold Media and Entertainment Limited,SMEL.BO,Sungold Media and Entertainment Ltd,Active,MT,10.0,INE266S01011,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
541809.BO.BO.BO,ICICI Prudential Mutual Fund,NEXT50IETF.BO,ICICI Prudential Nifty Next 50 ETF,Active,B ,1.0,INF109KC1NS5, ,Equity,-,-,-,-
541865.BO.BO.BO,Add-Shop E-Retail Limited,ASRL.BO,Add-Shop ERetail Ltd,Active,B ,10.0,INE01B501018,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
541890.BO.BO.BO,Space Incubatrics Technologies Limited,SPACEINCUBA.BO,Space Incubatrics Technologies Ltd,Active,XT,10.0,INE797Z01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
541929.BO.BO.BO,Synergy Green Industries Limited,SGIL.BO,Synergy Green Industries Ltd,Active,T ,10.0,INE00QT01015,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
541945.BO.BO.BO,Ranjeet Mechatronics Limited,RANJEET.BO,Ranjeet Mechatronics Ltd,Active,M ,10.0,INE01A501019,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541956.BO.BO.BO,IRCON International Ltd,IRCON.BO,IRCON International Ltd,Active,A ,2.0,INE962Y01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541967.BO.BO.BO,SKY GOLD LIMITED,SKYGOLD.BO,Sky Gold Ltd,Active,T ,10.0,INE01IU01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
541972.BO.BO.BO,SBI Mutual Fund,SETFSN50.BO,SBI - ETF - SENSEX NEXT 50,Active,A ,10.0,INF200KA1VQ2, ,Equity,-,-,-,-
541973.BO.BO.BO,Mac Hotels Limited,MACH.BO,Mac Hotels Ltd,Active,M ,10.0,INE004Z01011,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
541974.BO.BO.BO,Manorama Industries Limited,MANORAMA.BO,Manorama Industries Ltd,Active,B ,2.0,INE00VM01036,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
541983.BO.BO.BO,Innovative Ideals and Services (India) Limited,INNOVATIVE.BO,Innovative Ideals and Services (India) Ltd,Active,M ,10.0,INE492Y01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
541988.BO.BO.BO,AAVAS Financiers Limited,AAVAS.BO,AAVAS Financiers Ltd,Active,A ,10.0,INE216P01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
542011.BO.BO.BO,Garden Reach Shipbuilders & Engineers Limited,GRSE.BO,Garden Reach Shipbuilders & Engineers Ltd,Active,A ,10.0,INE382Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
542012.BO.BO.BO,A-1 LIMITED,A1L.BO,A-1 Ltd,Active,B ,10.0,INE911Z01017,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
542013.BO.BO.BO,Dolfin Rubbers Limited,DOLFIN.BO,Dolfin Rubbers Ltd,Active,B ,10.0,INE666Y01010,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
542019.BO.BO.BO,Shubham Polyspin Limited,SHUBHAM.BO,Shubham Polyspin Ltd,Active,B ,10.0,INE01J501010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
542020.BO.BO.BO,AKI India Limited,AKI.BO,AKI India Ltd,Active,B ,2.0,INE642Z01026,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
542025.BO.BO.BO,Sun Retail Limited,SUNRETAIL.BO,Sun Retail Ltd,Active,M ,1.0,INE206Z01020,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542034.BO.BO.BO,S. M. Gold Limited,SMGOLD.BO,S. M. Gold Ltd,Active,T ,10.0,INE00Q901014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
542046.BO.BO.BO,VIVID MERCANTILE LIMITED,VIVIDM.BO,Vivid Mercantile Ltd,Active,B ,1.0,INE647Z01025,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
542057.BO.BO.BO,BCPL Railway Infrastructure Limited,BCPL.BO,BCPL Railway Infrastructure Ltd,Active,B ,10.0,INE00SW01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
542066.BO.BO.BO,ADANI TOTAL GAS LIMITED,ATGL.BO,Adani Total Gas Ltd,Active,A ,1.0,INE399L01023,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
542123.BO.BO.BO,The Phosphate Company Limited,PHOSPHATE.BO,The Phosphate Company Ltd,Active,X ,10.0,INE398C01016,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
542131.BO.BO.BO,Mirae Asset Mutual Fund,NIFTYETF.BO,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),Active,B ,100.0,INF769K01EG9, ,Equity,-,-,-,-
542141.BO.BO.BO,Techno Electric & Engineering Company Limited,TECHNOE.BO,Techno Electric & Engineering Company Ltd,Active,A ,2.0,INE285K01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
542145.BO.BO.BO,Roni Households Limited,RONI.BO,Roni Households Ltd,Active,M ,10.0,INE02AP01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542146.BO.BO.BO,Shree Krishna Infrastructure Limited,SKIFL.BO,Shree Krishna Infrastructure Ltd,Active,M ,10.0,INE951Z01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
542176.BO.BO.BO,Aryan Share & Stock Brokers Ltd.,ARYAN.BO,Aryan Share and Stock Brokers Ltd,Active,X ,10.0,INE016X01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542206.BO.BO.BO,NIVAKA FASHIONS LIMITED,NIVAKA.BO,Nivaka Fashions Ltd,Active,X ,1.0,INE139E01028,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
542216.BO.BO.BO,DALMIA BHARAT LIMITED,DALBHARAT.BO,Dalmia Bharat Ltd,Active,A ,2.0,INE00R701025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
542230.BO.BO.BO,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET.BO,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,1.0,INF209KB16D7, ,Equity,-,-,-,-
542231.BO.BO.BO,Nila Spaces Ltd,NILASPACES.BO,Nila Spaces Ltd,Active,T ,1.0,INE00S901012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
542232.BO.BO.BO,Shankar Lal Rampal Dye-Chem Limited,SRD.BO,Shankar Lal Rampal Dye-Chem Ltd,Active,T ,10.0,INE01NE01012,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
542233.BO.BO.BO,Trejhara Solutions Limited,TREJHARA.BO,Trejhara Solutions Ltd,Active,B ,10.0,INE00CA01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
542248.BO.BO.BO,Deccan Health Care Limited,DECCAN.BO,Deccan Health Care Ltd,Active,B ,10.0,INE452W01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
542285.BO.BO.BO,Axita Cotton Limited,AXITA.BO,Axita Cotton Ltd,Active,B ,1.0,INE02EZ01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
542323.BO.BO.BO,KPI Green Energy Limited,KPIGREEN.BO,KPI Green Energy Ltd,Active,A ,5.0,INE542W01025,Power Generation,Equity,Utilities,Power,Power,Power Generation
542332.BO.BO.BO,Hi-Klass Trading and Investment Limited,HIKLASS.BO,Hi-Klass Trading and Investment Ltd,Active,XT,5.0,INE302R01024,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542333.BO.BO.BO,RPSG VENTURES LIMITED,RPSGVENT.BO,RPSG Ventures Ltd,Active,B ,10.0,INE425Y01011,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
542337.BO.BO.BO,Spencer's Retail Limited,SPENCERS.BO,Spencers Retail Ltd,Active,B ,5.0,INE020801028,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
542351.BO.BO.BO,Gloster Ltd,GLOSTERLTD.BO,Gloster Ltd,Active,B ,10.0,INE350Z01018,Jute & Jute Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
542367.BO.BO.BO,Xelpmoc Design and Tech Limited,XELPMOC.BO,Xelpmoc Design and Tech Ltd,Active,B ,10.0,INE01P501012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
542376.BO.BO.BO,SPA Capital Services Limited,SPACAPS.BO,SPA Capital Services Ltd,Active,XT,10.0,INE726X01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542377.BO.BO.BO,Aar Shyam India Investment Company Limited,AARSHYAM.BO,Aar Shyam India Investment Company Ltd,Active,XT,10.0,INE512R01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
