Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
520155.BO.BO.BO,Starlog Enterprises Limited,STARLOG.BO,Starlog Enterprises Ltd,Active,X ,10.0,INE580C01019,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
521003.BO.BO.BO,Shiva Suitings Ltd.,SHVSUIT.BO,SHIVA SUITINGS LTD.,Active,P ,10.0,INE02Z901011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
521005.BO.BO.BO,TITAN INTECH LIMITED,TITANIN.BO,Titan Intech Ltd,Active,X ,10.0,INE807M01023,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
521014.BO.BO.BO,Eurotex Industries & Exports Ltd.,EUROTEXIND.BO,EUROTEX INDUSTRIES & EXPORTS LTD.,Active,T ,10.0,INE022C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521016.BO.BO.BO,Indo Count Industries Ltd,ICIL.BO,INDO COUNT INDUSTRIES LTD.,Active,A ,2.0,INE483B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521018.BO.BO.BO,Maral Overseas Ltd.,MARALOVER.BO,MARAL OVERSEAS LTD.,Active,B ,10.0,INE882A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521034.BO.BO.BO,Soma Textile & Industries Ltd,SOMATEX.BO,SOMA TEXTILES & INDUSTRIES LTD.,Active,T ,10.0,INE314C01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521048.BO.BO.BO,Advance Lifestyles Ltd.,ADVLIFE.BO,ADVANCE LIFESTYLES LTD.,Active,XT,10.0,INE900E01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521054.BO.BO.BO,Kakatiya Textiles Ltd.,KAKTEX.BO,KAKATIYA TEXTILES LTD.,Active,X ,10.0,INE092E01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521062.BO.BO.BO,Perfect-Octave Media Projects Ltd,OCTAVE.BO,Perfect-Octave Media Projects Ltd,Active,XT,10.0,INE814L01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
521064.BO.BO.BO,Trident Ltd,TRIDENT.BO,TRIDENT LTD.,Active,A ,1.0,INE064C01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521068.BO.BO.BO,Hisar Spinning Mills Ltd,HISARSP.BO,HISAR SPINNING MILLS LTD.,Active,P ,10.0,INE689E01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521070.BO.BO.BO,Alok Industries Ltd.,ALOKINDS.BO,ALOK INDUSTRIES LTD.,Active,A ,1.0,INE270A01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521080.BO.BO.BO,Pasari Spinning Mills Ltd.,PASARI.BO,PASARI SPINNING MILLS LTD.,Active,X ,10.0,INE604F01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521097.BO.BO.BO,Amarjothi Spinning Mills Ltd,AMARJOTHI.BO,AMARJOTHI SPINNING MILLS LTD.,Active,X ,10.0,INE484D01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521105.BO.BO.BO,Olympia Industries Ltd.,OLYMPTX.BO,OLYMPIA INDUSTRIES LTD.,Active,X ,10.0,INE482O01021,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
521109.BO.BO.BO,Nagreeka Exports Ltd.,NAGREEKEXP.BO,NAGREEKA EXPORTS LTD.-$,Active,T ,5.0,INE123B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521113.BO.BO.BO,Suditi Industries Ltd.,SUDTIND-B.BO,SUDITI INDUSTRIES LTD.,Active,XT,10.0,INE691D01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521131.BO.BO.BO,Shree Bhavya Fabrics Limited,SBFL.BO,Shree Bhavya Fabrics Ltd,Active,X ,10.0,INE363D01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521133.BO.BO.BO,Gem Spinners India Ltd,GEMSPIN.BO,GEM SPINNERS INDIA LTD.,Active,P ,5.0,INE165F01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521137.BO.BO.BO,Eureka Industries Ltd.,EUREKAI.BO,EUREKA INDUSTRIES LTD.,Active,XT,10.0,INE958A01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521141.BO.BO.BO,Aditya Spinners Ltd.,ADITYASP.BO,ADITYA SPINNERS LTD.,Active,X ,10.0,INE122D01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521149.BO.BO.BO,Prime Urban Development India Ltd,PRIMEURB.BO,PRIME URBAN DEVELOPMENT INDIA LTD.,Active,XT,2.0,INE419E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521151.BO.BO.BO,Dhanlaxmi Fabrics Ltd.,DHANFAB.BO,DHANLAXMI FABRICS LTD.,Active,X ,10.0,INE953D01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521161.BO.BO.BO,Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ.BO,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Active,XT,10.0,INE456D01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521163.BO.BO.BO,Zodiac Clothing Co. Ltd.,ZODIACLOTH.BO,ZODIAC CLOTHING CO.LTD.,Active,B ,10.0,INE206B01013,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521178.BO.BO.BO,Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL.BO,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Active,X ,10.0,INE306D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521180.BO.BO.BO,Super Spinning Mills Ltd.,SUPERSPIN.BO,SUPER SPINNING MILLS LTD.,Active,T ,1.0,INE662A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521194.BO.BO.BO,SIL Investments Ltd,SILINV.BO,SIL INVESTMENTS LTD.,Active,T ,10.0,INE923A01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521200.BO.BO.BO,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI.BO,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.0,INE713B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521206.BO.BO.BO,Samtex Fashions Ltd.,SAMTEX.BO,SAMTEX FASHIONS LTD.-$,Active,X ,2.0,INE931D01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521216.BO.BO.BO,Dhanalaxmi Roto Spinners Ltd.,DHANROTO.BO,DHANALAXMI ROTO SPINNERS LTD.,Active,X ,10.0,INE220C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521220.BO.BO.BO,Damodar Industries Limited,DAMODARIND.BO,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.0,INE497D01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521222.BO.BO.BO,Sanblue Corporation Limited,SANBLUE.BO,SANBLUE CORPORATION LTD.,Active,XT,10.0,INE602D01027,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
521226.BO.BO.BO,Uniroyal Industries Ltd,UNIROYAL.BO,UNIROYAL INDUSTRIES LTD.,Active,XT,10.0,INE980D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521228.BO.BO.BO,Tatia Global Vennture Limited,TATIAGLOB.BO,TATIA GLOBAL VENNTURE LTD.,Active,X ,1.0,INE083G01031,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521232.BO.BO.BO,Sunil Industries Ltd.,SUNILTX.BO,SUNIL INDUSTRIES LTD.,Active,P ,10.0,INE124M01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
521234.BO.BO.BO,Sri Nachammai Cotton Mills Ltd.,SRINACHA.BO,SRI NACHAMMAI COTTON MILLS LTD.-$,Active,X ,10.0,INE443E01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521240.BO.BO.BO,Sambandam Spinning Mills Ltd.,SAMBANDAM.BO,SAMBANDAM SPINNING MILLS LTD.-$,Active,X ,10.0,INE304D01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521242.BO.BO.BO,Kandagiri Spinning Mills Ltd.,KANDAGIRI.BO,KANDAGIRI SPINNING MILLS LTD.-$,Active,X ,10.0,INE292D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521244.BO.BO.BO,MKP Mobility Limited,MKPMOB.BO,MKP Mobility Ltd,Active,XT,10.0,INE676G01024,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521246.BO.BO.BO,Paras Petrofils Ltd.,PARASPETRO.BO,PARAS PETROFILS LTD.,Active,B ,1.0,INE162C01024,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521248.BO.BO.BO,Kitex Garmenets Ltd.,KITEX.BO,KITEX GARMENTS LTD.,Active,T ,1.0,INE602G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
522001.BO.BO.BO,Cranex Ltd.,CRANEX.BO,CRANEX LTD.,Active,X ,10.0,INE608B01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522004.BO.BO.BO,Batliboi Ltd,BATLIBOI.BO,BATLIBOI LTD.-$,Active,X ,5.0,INE177C01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522005.BO.BO.BO,Austin Engineering Co. Ltd.,AUSTENG.BO,AUSTIN ENGINEERING CO.LTD.,Active,X ,10.0,INE759F01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522014.BO.BO.BO,United Drilling Tools Ltd.,UNIDT.BO,UNITED DRILLING TOOLS LTD.,Active,B ,10.0,INE961D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522017.BO.BO.BO,Fluidomat Ltd.,FLUIDOM.BO,FLUIDOMAT LTD.,Active,X ,10.0,INE459C01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522027.BO.BO.BO,Ema India Ltd.,EMAINDIA.BO,EMA INDIA LTD.,Active,XT,10.0,INE279D01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522029.BO.BO.BO,Windsor Machines Limited,WINDMACHIN.BO,WINDSOR MACHINES LTD.,Active,B ,2.0,INE052A01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522034.BO.BO.BO,Shanthi Gears Ltd.,SHANTIGEAR.BO,SHANTHI GEARS LTD.,Active,B ,1.0,INE631A01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522036.BO.BO.BO,Miven Machine Tools Ltd.,MIVENMACH.BO,MIVEN MACHINE TOOLS LTD.,Active,X ,10.0,INE338P01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522064.BO.BO.BO,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER.BO,Honda India Power Products Ltd,Active,B ,10.0,INE634A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522073.BO.BO.BO,The Hi-Tech Gears Limited,HITECHGEAR.BO,The Hi-Tech Gears Ltd,Active,T ,10.0,INE127B01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522074.BO.BO.BO,Elgi Equipments Ltd.,ELGIEQUIP.BO,ELGI EQUIPMENTS LTD.,Active,A ,1.0,INE285A01027,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522091.BO.BO.BO,United Van Der Horst Ltd.,UVDRHOR.BO,UNITED VAN DER HORST LTD.,Active,X ,5.0,INE890G01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522101.BO.BO.BO,Kilburn Engineering Ltd,KLBRENG-B.BO,KILBURN ENGINEERING LTD.,Active,B ,10.0,INE338F01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522105.BO.BO.BO,Birla Precision Technologies Ltd,BIRLAPREC.BO,BIRLA PRECISION TECHNOLOGIES LTD.,Active,X ,2.0,INE372E01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522108.BO.BO.BO,Yuken India Ltd.,YUKEN.BO,YUKEN INDIA LTD.-$,Active,B ,10.0,INE384C01016,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522113.BO.BO.BO,Timken India Ltd,TIMKEN.BO,TIMKEN INDIA LTD.,Active,A ,10.0,INE325A01013,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
522122.BO.BO.BO,Voith Paper Fabrics India Ltd,VOITHPAPR.BO,VOITH PAPER FABRICS INDIA LTD.-$,Active,X ,10.0,INE285C01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
522134.BO.BO.BO,Artson Engineering Ltd,ARTSONEN.BO,ARTSON ENGINEERING LTD.,Active,XT,1.0,INE133D01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522152.BO.BO.BO,Solitaire Machine Tools Ltd,SOLIMAC.BO,SOLITAIRE MACHINE TOOLS LTD.,Active,X ,10.0,INE410A01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522163.BO.BO.BO,Diamond Power Infrastructure Limited,DIACABS.BO,Diamond Power Infrastructure Limited-$,Active,T ,1.0,INE989C01038,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
522165.BO.BO.BO,Indsil Hydro Power and Manganese Limited,INDSILHYD.BO,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Active,X ,10.0,INE867D01018,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
522183.BO.BO.BO,ITL Industries Ltd.,ITL.BO,ITL INDUSTRIES LTD.-$,Active,X ,10.0,INE478D01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522195.BO.BO.BO,Frontier Springs Ltd.,FRONTSP.BO,FRONTIER SPRINGS LTD.,Active,X ,10.0,INE572D01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522205.BO.BO.BO,Praj Industries Ltd.,PRAJIND.BO,PRAJ INDUSTRIES LTD.,Active,A ,2.0,INE074A01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522207.BO.BO.BO,Rasandik Engg. Industries India Ltd,RASANDIK.BO,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,X ,10.0,INE682D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522209.BO.BO.BO,Yogi Sung-won (India) Ltd.,YOGISUNG.BO,YOGI SUNG-WON (INDIA) LTD.,Active,X ,10.0,INE429B01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
522215.BO.BO.BO,HLE GLASCOAT LIMITED,HLEGLAS.BO,HLE Glascoat Ltd,Active,A ,2.0,INE461D01028,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522217.BO.BO.BO,Gujarat Apollo Industries Ltd.,GUJAPOLLO.BO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.0,INE826C01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522229.BO.BO.BO,Taneja Aerospace & Aviation Ltd.,TANAA.BO,TANEJA AEROSPACE & AVIATION LTD.-$,Active,B ,5.0,INE692C01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
522231.BO.BO.BO,Conart Engineers Ltd.,CONART.BO,CONART ENGINEERS LTD.-$,Active,XT,10.0,INE714D01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522235.BO.BO.BO,Minal Industries Limited,MINALIND.BO,Minal Industries Limited,Active,X ,2.0,INE097E01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
522237.BO.BO.BO,Shivagrico Implements Ltd.,SHIVAGR.BO,SHIVAGRICO IMPLEMENTS LTD.,Active,X ,10.0,INE092H01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522241.BO.BO.BO,M.M.Forgings Ltd.,MMFL.BO,M.M.FORGINGS LTD.-$,Active,B ,10.0,INE227C01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522249.BO.BO.BO,Mayur Uniquoters ltd.,MAYURUNIQ.BO,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.0,INE040D01038,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
522251.BO.BO.BO,Cenlub Industries Ltd.,CENLUB.BO,CENLUB INDUSTRIES LTD.,Active,X ,10.0,INE627F01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522257.BO.BO.BO,Rajoo Engineers Ltd.,RAJOOENG.BO,RAJOO ENGINEERS LTD.-$,Active,B ,1.0,INE535F01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522261.BO.BO.BO,Dolphin Offshore Enterprises (India) ltd.,DOLPHIN.BO,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,Active,T ,1.0,INE920A01037,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
522267.BO.BO.BO,Veejay Lakshmi Engineering Works Lt,VJLAXMIE.BO,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Active,X ,10.0,INE466D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522273.BO.BO.BO,Ahmedabad Steelcraft Ltd.,AHMDSTE.BO,AHMEDABAD STEELCRAFT LTD.,Active,XT,10.0,INE868C01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522275.BO.BO.BO,GE Vernova T&D India Limited,GVTD.BO,GE Vernova T&D India Ltd,Active,T ,2.0,INE200A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522281.BO.BO.BO,Ram Ratna Wires Ltd.,RAMRAT.BO,RAM RATNA WIRES LTD.-$,Active,B ,5.0,INE207E01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
522285.BO.BO.BO,Jayaswal Neco Industries Ltd,JAYNECOIND.BO,JAYASWAL NECO INDUSTRIES LTD.,Active,B ,10.0,INE854B01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522287.BO.BO.BO,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL.BO,Kalpataru Projects International Ltd,Active,A ,2.0,INE220B01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522289.BO.BO.BO,NMS RESOURCES GLOBAL LIMITED,NMSRESRC.BO,NMS Resources Global Ltd,Active,X ,10.0,INE169F01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
522292.BO.BO.BO,CANDOUR TECHTEX LIMITED,CANDOUR.BO,Candour Techtex Ltd,Active,XT,10.0,INE713D01055,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
522294.BO.BO.BO,T & I Global Ltd.,TIGLOB.BO,T & I GLOBAL LTD.,Active,X ,10.0,INE811B01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522295.BO.BO.BO,Control Print (India) Ltd.,CONTROLPR.BO,CONTROL PRINT LTD.-$,Active,B ,10.0,INE663B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
522650.BO.BO.BO,Bemco Hydraulics Ltd.,BEMHY.BO,BEMCO HYDRAULICS LTD.,Active,X ,10.0,INE142E01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523007.BO.BO.BO,Ansal Buildwell Ltd.,ANSALBU.BO,ANSAL BUILDWELL LTD.-$,Active,X ,10.0,INE030C01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523011.BO.BO.BO,Weizmann Limited.,WEIZMANIND.BO,WEIZMANN LTD.,Active,B ,10.0,INE080A01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
523019.BO.BO.BO,B.N.Rathi Securities Ltd.,BNRSEC.BO,B.N.RATHI SECURITIES LTD.,Active,X ,10.0,INE710D01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
523021.BO.BO.BO,Rishi Techtex Limited,RISHITECH.BO,RISHI TECHTEX LTD.,Active,X ,10.0,INE989D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523023.BO.BO.BO,Sinclairs Hotels  Ltd,SINCLAIR.BO,SINCLAIRS HOTELS LTD.-$,Active,B ,2.0,INE985A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523025.BO.BO.BO,Safari Industries (India) Ltd.,SAFARI.BO,SAFARI INDUSTRIES (INDIA) LTD.,Active,A ,2.0,INE429E01023,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523054.BO.BO.BO,Binayak Tex Processors  Ltd.,ZBINTXPP.BO,BINAYAK TEX PROCESSORS LTD.,Active,XT,10.0,INE626H01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
523062.BO.BO.BO,J.J. Finance Corporation Ltd.,JJFINCOR.BO,J.J.FINANCE CORPORATION LTD.,Active,XT,10.0,INE584C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523100.BO.BO.BO,Cosmo Ferrites Ltd.,COSMOFE.BO,COSMO FERRITES LTD.-$,Active,XT,10.0,INE124B01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523105.BO.BO.BO,CROPSTER AGRO LIMITED,CROPSTER.BO,Cropster Agro Ltd,Active,X ,1.0,INE293E01031,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523116.BO.BO.BO,Sanco Trans Ltd.,SANCTRN.BO,SANCO TRANS LTD.,Active,X ,10.0,INE391G01012,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
523120.BO.BO.BO,Ador Multiproducts Ltd,ADORMUL.BO,ADOR MULTIPRODUCTS LTD.,Active,X ,10.0,INE628D01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
523127.BO.BO.BO,EIH Associated Hotels Ltd.,EIHAHOTELS.BO,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.0,INE276C01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523144.BO.BO.BO,Medi-Caps Ltd.,MEDICAPQ.BO,MEDI-CAPS LTD.-$,Active,X ,10.0,INE442D01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
523151.BO.BO.BO,Otco International Ltd,OTCO.BO,OTCO INTERNATIONAL LTD.,Active,X ,2.0,INE910B01028,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
523160.BO.BO.BO,Morganite Crucible (India) Limited,MORGANITE.BO,MORGANITE CRUCIBLE (INDIA) LTD.,Active,X ,5.0,INE599F01020,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
523186.BO.BO.BO,B&A Packaging India Limited,BAPACK.BO,B&A Packaging India Limited,Active,X ,10.0,INE00FM01013,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523204.BO.BO.BO,Aban  Offshore Ltd.,ABAN.BO,ABAN OFFSHORE LTD.,Active,B ,2.0,INE421A01028,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
523207.BO.BO.BO,Kokuyo Camlin Ltd,KOKUYOCMLN.BO,KOKUYO CAMLIN LTD.-$,Active,B ,1.0,INE760A01029,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
523229.BO.BO.BO,Bharat Seats Ltd,BHARATSE.BO,BHARAT SEATS LTD.-$,Active,X ,2.0,INE415D01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523232.BO.BO.BO,Continental Petroleums Ltd.,CONTPTR.BO,CONTINENTAL PETROLEUMS LTD.,Active,X ,5.0,INE369D01023,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
523242.BO.BO.BO,N.B. Footwear Ltd.,NBFOOT.BO,NB FOOTWEAR LTD.,Active,P ,10.0,INE006F01018,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523248.BO.BO.BO,Machino Plastics Ltd,MACPLASQ.BO,MACHINO PLASTICS LTD.-$,Active,X ,10.0,INE082B01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523260.BO.BO.BO,Pearl Polymers Ltd.,PEARLPOLY.BO,PEARL POLYMERS LTD.,Active,B ,10.0,INE844A01013,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523261.BO.BO.BO,Venky's (India) ltd.,VENKEYS.BO,VENKY'S (INDIA) LTD.,Active,B ,10.0,INE398A01010,Meat Products including Poultry,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
