SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
FINCABLES.NS,Finolex Cables Limited,EQ,15-FEB-1995,2,1,INE235A01022,2
FINEORG.NS,Fine Organic Industries Limited,EQ,02-JUL-2018,5,1,INE686Y01026,5
FINOPB.NS,Fino Payments Bank Limited,EQ,12-NOV-2021,10,1,INE02NC01014,10
FINPIPE.NS,Finolex Industries Limited,EQ,08-FEB-1995,2,1,INE183A01024,2
FIRSTCRY.NS,Brainbees Solutions Limited,EQ,13-AUG-2024,2,1,INE02RE01045,2
FIVESTAR.NS,Five-Star Business Finance Limited,EQ,21-NOV-2022,1,1,INE128S01021,1
FLAIR.NS,Flair Writing Industries Limited,EQ,01-DEC-2023,5,1,INE00Y201027,5
FLEXITUFF.NS,Flexituff Ventures International Limited,BE,19-OCT-2011,10,1,INE060J01017,10
FLFL.NS,Future Lifestyle Fashions Limited,BZ,01-OCT-2013,2,1,INE452O01016,2
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,INE09N301011,1
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10
FMNL.NS,Future Market Networks Limited,BE,31-DEC-2010,10,1,INE360L01017,10
FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,24-NOV-2021,2,1,INE593W01028,2
FOODSIN.NS,Foods & Inns Limited,EQ,16-NOV-2021,1,1,INE976E01023,1
FORCEMOT.NS,FORCE MOTORS LTD,EQ,14-FEB-2024,10,1,INE451A01017,10
FORTIS.NS,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,INE061F01013,10
FOSECOIND.NS,Foseco India Limited,EQ,05-MAY-2003,10,1,INE519A01011,10
FSC.NS,Future Supply Chain Solutions Limited,BZ,18-DEC-2017,10,1,INE935Q01015,10
FSL.NS,Firstsource Solutions Limited,EQ,22-FEB-2007,10,1,INE684F01012,10
FUSION.NS,Fusion Finance Limited,EQ,15-NOV-2022,10,1,INE139R01012,10
GABRIEL.NS,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1
GAEL.NS,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,INE036B01030,1
GAIL.NS,GAIL (India) Limited,EQ,02-APR-1997,10,1,INE129A01019,10
GALAPREC.NS,Gala Precision Engineering Limited,EQ,09-SEP-2024,10,1,INE0RE001014,10
GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,08-FEB-2018,10,1,INE600K01018,10
GALLANTT.NS,Gallantt Ispat Limited,EQ,04-APR-2006,10,1,INE297H01019,10
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,EQ,30-NOV-2023,2,1,INE717W01049,2
GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,31-JAN-2007,5,1,INE524B01027,5
GANECOS.NS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10
GANESHBE.NS,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1,1,INE388A01029,1
GANESHHOUC.NS,Ganesh Housing Corporation Limited,EQ,02-MAR-2007,10,1,INE460C01014,10
GANGAFORGE.NS,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1
GANGESSECU.NS,Ganges Securities Limited,EQ,28-JUL-2017,10,1,INE335W01016,10
GARFIBRES.NS,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10
GARUDA.NS,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5
GATECH.NS,GACM Technologies Limited,BE,25-JUL-2016,1,1,INE224E01028,1
GATECHDVR.NS,GACM Technologies Limited,BE,10-OCT-2017,1,1,INE224E01036,1
GATEWAY.NS,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10
GAYAPROJ.NS,Gayatri Projects Limited,BZ,22-AUG-2011,2,1,INE336H01023,2
GEECEE.NS,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10
GEEKAYWIRE.NS,Geekay Wires Limited,EQ,06-MAR-2020,2,1,INE669X01024,2
GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5,1,INE854S01022,5
GENESYS.NS,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5
GENSOL.NS,Gensol Engineering Limited,EQ,03-JUL-2023,10,1,INE06H201014,10
GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1
GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1
GEOJITFSL.NS,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1
GEPIL.NS,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10
GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10
GFLLIMITED.NS,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1
GHCL.NS,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10
GHCLTEXTIL.NS,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2
GICHSGFIN.NS,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10
GICRE.NS,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,BE,14-DEC-2009,10,1,INE047B01011,10
GILLETTE.NS,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10
GINNIFILA.NS,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10
GIPCL.NS,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10
GKWLIMITED.NS,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10
GLAND.NS,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10
GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1
GLFL.NS,Gujarat Lease Financing Limited,BE,08-FEB-1995,10,1,INE540A01017,10
GLOBAL.NS,Global Education Limited,EQ,07-DEC-2020,2,1,INE291W01037,2
GLOBALE.NS,Globale Tessile Limited,BE,27-AUG-2024,10,1,INE0URU01010,10
GLOBALVECT.NS,Global Vectra Helicorp Limited,BE,27-OCT-2006,10,1,INE792H01019,10
GLOBE.NS,Globe Textiles (India) Limited,EQ,07-OCT-2020,2,1,INE581X01021,2
GLOBUSSPR.NS,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10
GLOSTERLTD.NS,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10
GLS.NS,Glenmark Life Sciences Limited,EQ,06-AUG-2021,2,1,INE03Q201024,2
GMBREW.NS,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2
GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2
GMRAIRPORT.NS,GMR AIRPORTS LIMITED,EQ,21-AUG-2006,1,1,INE776C01039,1
GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5
GNA.NS,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10
GOACARBON.NS,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10
GOCLCORP.NS,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2
GOCOLORS.NS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10
GODAVARIB.NS,Godavari Biorefineries Limited,EQ,30-OCT-2024,10,1,INE497S01012,10
GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2
GODHA.NS,Godha Cabcon & Insulation Limited,BE,24-DEC-2020,1,1,INE925Y01036,1
GODIGIT.NS,Go Digit General Insurance Limited,EQ,23-MAY-2024,10,1,INE03JT01014,10
GODREJAGRO.NS,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10
GODREJCP.NS,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1
GODREJIND.NS,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1
GODREJPROP.NS,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5
GOKEX.NS,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5
GOKUL.NS,Gokul Refoils and Solvent Limited,BE,04-JUN-2008,2,1,INE020J01029,2
GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2
GOLDENTOBC.NS,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10
GOLDIAM.NS,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2
GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,BE,11-APR-2001,10,1,INE805A01014,10
GOODLUCK.NS,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2
GOPAL.NS,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1
GOYALALUM.NS,Goyal Aluminiums Limited,EQ,04-NOV-2022,1,1,INE705X01026,1
GPIL.NS,Godawari Power And Ispat limited,EQ,25-APR-2006,1,1,INE177H01039,1
GPPL.NS,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10
GPTHEALTH.NS,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10
GPTINFRA.NS,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10
GRANULES.NS,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1
GRAPHITE.NS,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2
GRASIM.NS,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2
GRAVITA.NS,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2
GREAVESCOT.NS,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2
GREENLAM.NS,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1
GREENPANEL.NS,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1
GREENPLY.NS,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1
GREENPOWER.NS,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10
GRINDWELL.NS,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5
GRINFRA.NS,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5
GRMOVER.NS,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2
GROBTEA.NS,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10
GRPLTD.NS,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10
GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2
GSLSU.NS,Global Surfaces Limited,EQ,23-MAR-2023,10,1,INE0JSX01015,10
GSPL.NS,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10
GSS.NS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10
GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,BE,13-NOV-2020,10,1,INE586X01012,10
GTL.NS,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10
GTLINFRA.NS,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10
GTPL.NS,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10
GUFICBIO.NS,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10
GUJGASLTD.NS,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2
GULFPETRO.NS,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
GULPOLY.NS,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1
GVKPIL.NS,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1
GVPTECH.NS,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2
GVT&D.NS,GE Vernova T&D India Limited,BE,30-JUN-2008,2,1,INE200A01026,2
HAL.NS,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2
HAPPYFORGE.NS,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2
HARDWYN.NS,Hardwyn India Limited,EQ,12-APR-2022,1,1,INE626Z01029,1
HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10
HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10
HARSHA.NS,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10
HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2
HATSUN.NS,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1
HAVELLS.NS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,EQ,16-FEB-2000,2,1,INE293B01029,2
HBLENGINE.NS,HBL Engineering Limited,EQ,04-JAN-2007,1,1,INE292B01021,1
HBSL.NS,HB Stockholdings Limited,EQ,23-JUL-2018,10,1,INE550B01022,10
HCC.NS,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1
HCG.NS,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10
HCL-INSYS.NS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,INE236A01020,2
HCLTECH.NS,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2
HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5
HDFCBANK.NS,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1
HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10
HDIL.NS,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10
HEADSUP.NS,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10
HECPROJECT.NS,HEC Infra Projects Limited,BE,30-DEC-2021,10,1,INE558R01013,10
HEG.NS,HEG Limited,EQ,10-MAY-1995,2,1,INE545A01024,2
HEIDELBERG.NS,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10
HEMIPROP.NS,Hemisphere Properties India Limited,EQ,22-OCT-2020,10,1,INE0AJG01018,10
HERANBA.NS,Heranba Industries Limited,EQ,05-MAR-2021,10,1,INE694N01015,10
HERCULES.NS,Hercules Hoists Limited,BE,19-FEB-2008,1,1,INE688E01024,1
HERITGFOOD.NS,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5
HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2
HESTERBIO.NS,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10
HEUBACHIND.NS,Heubach Colorants India Limited,EQ,14-JUN-1995,10,1,INE492A01029,10
HEXATRADEX.NS,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2
HFCL.NS,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1
HGINFRA.NS,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10
HGS.NS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10
HIKAL.NS,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2
HIL.NS,HIL Limited,EQ,26-APR-1995,10,1,INE557A01011,10
HILTON.NS,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10
HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5
HINDALCO.NS,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1
HINDCOMPOS.NS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5
HINDCON.NS,Hindcon Chemicals Limited,BE,05-JUL-2021,2,1,INE642Y01029,2
HINDCOPPER.NS,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5
HINDMOTORS.NS,Hindustan Motors Limited,EQ,21-FEB-2011,5,1,INE253A01025,5
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,BE,15-APR-2009,2,1,INE952A01022,2
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10
HINDUNILVR.NS,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1
HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2
HINDZINC.NS,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2
HIRECT.NS,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2
HISARMETAL.NS,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10
HITECH.NS,Hi-Tech Pipes Limited,EQ,07-MAY-2018,1,1,INE106T01025,1
HITECHCORP.NS,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10
HITECHGEAR.NS,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10
HLEGLAS.NS,HLE Glascoat Limited,EQ,09-FEB-2023,2,1,INE461D01028,2
HLVLTD.NS,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2
HMAAGRO.NS,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,INE0ECP01024,1
HMT.NS,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10
HMVL.NS,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10
HNDFDS.NS,Hindustan Foods Limited,EQ,06-JUN-2023,2,1,INE254N01026,2
HOMEFIRST.NS,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2
HONASA.NS,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,INE0J5401028,10
HONAUT.NS,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10
HONDAPOWER.NS,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10
HOVS.NS,HOV Services Limited,EQ,27-SEP-2006,10,1,INE596H01014,10
HPAL.NS,HP Adhesives Limited,EQ,27-DEC-2021,2,1,INE0GSL01024,2
HPIL.NS,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10
HPL.NS,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10
HSCL.NS,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1
HTMEDIA.NS,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2
HUBTOWN.NS,Hubtown Limited,BE,07-FEB-2007,10,1,INE703H01016,10
HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10
HUHTAMAKI.NS,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2
HYBRIDFIN.NS,Hybrid Financial Services Limited,BE,05-DEC-2022,5,1,INE965B01022,5
HYUNDAI.NS,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10
ICDSLTD.NS,ICDS Limited,BE,17-NOV-1999,10,1,INE613B01010,10
ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,12-OCT-2020,10,1,INE520Y01019,10
ICICIBANK.NS,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10
ICIL.NS,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2
ICRA.NS,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10
IDBI.NS,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10
IDEA.NS,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10
IDEAFORGE.NS,Ideaforge Technology Limited,EQ,07-JUL-2023,10,1,INE349Y01013,10
IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10
IEL.NS,Indiabulls Enterprises Limited,BE,27-DEC-2022,2,1,INE059901020,2
IEX.NS,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1
IFBAGRO.NS,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10
IFBIND.NS,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10
IFCI.NS,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10
IFGLEXPOR.NS,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10
IGARASHI.NS,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10
IGIL.NS,International Gemmological Institute (India) Limited,EQ,20-DEC-2024,2,1,INE0Q9301021,2
IGL.NS,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2
IGPL.NS,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10
IIFL.NS,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2
IIFLCAPS.NS,IIFL Capital Services Limited,EQ,20-SEP-2019,2,1,INE489L01022,2
IITL.NS,Industrial Investment Trust Limited,BE,17-AUG-2010,10,1,INE886A01014,10
IKIO.NS,IKIO Lighting Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10
IKS.NS,Inventurus Knowledge Solutions Limited,EQ,19-DEC-2024,1,1,INE115Q01022,1
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10
IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10
IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10
IMPAL.NS,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10
IMPEXFERRO.NS,Impex Ferro Tech Limited,BZ,03-FEB-2005,10,1,INE691G01015,10
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10
INDGN.NS,Indegene Limited,EQ,13-MAY-2024,2,1,INE065X01017,2
INDHOTEL.NS,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1
INDIACEM.NS,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10
INDIAGLYCO.NS,India Glycols Limited,EQ,01-JUL-2005,10,1,INE560A01015,10
INDIAMART.NS,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10
INDIANB.NS,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10
INDIANCARD.NS,Indian Card Clothing Company Limited,BE,08-JAN-1997,10,1,INE061A01014,10
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2
INDIASHLTR.NS,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5
INDIGO.NS,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10
INDIGOPNTS.NS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10
INDNIPPON.NS,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5
INDOAMIN.NS,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1
INDOCO.NS,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10
INDOSTAR.NS,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10
INDOTECH.NS,Indo Tech Transformers Limited,BE,16-MAR-2006,10,1,INE332H01014,10
INDOTHAI.NS,Indo Thai Securities Limited,BE,02-NOV-2011,10,1,INE337M01013,10
INDOUS.NS,Indo Us Biotech Limited,BE,27-SEP-2024,10,1,INE250Z01010,10
INDOWIND.NS,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,BE,02-JUL-1997,10,1,INE915B01019,10
INDSWFTLTD.NS,Ind-Swift Limited,BE,18-OCT-2004,2,1,INE788B01028,2
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2
INDUSINDBK.NS,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
INDUSTOWER.NS,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10
INFIBEAM.NS,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1
INFOBEAN.NS,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10
INFOMEDIA.NS,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10
INFY.NS,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10
INNOVACAP.NS,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10
INNOVANA.NS,Innovana Thinklabs Limited,EQ,17-DEC-2024,10,1,INE403Y01018,10
